call_id,timestamp,rep_name,handle_time,wait_time,call_type,outcome
380,2025-11-04 11:32:00,Charlie D,7.55,6.12,Billing,Escalated
381,2025-11-04 14:35:00,Ian J,4.48,0.12,Billing,Escalated
382,2025-11-04 13:13:00,George H,3.0,2.86,Sales,Escalated
383,2025-11-04 10:19:00,George H,4.09,0.66,Support,Dropped
384,2025-11-04 12:03:00,Charlie D,3.13,0.85,Support,Escalated
385,2025-11-04 12:11:00,Alice B,2.42,1.72,Billing,Resolved
386,2025-11-04 15:11:00,George H,5.01,0.44,Billing,Dropped
387,2025-11-04 13:36:00,Dana E,4.71,0.62,Support,Escalated
388,2025-11-04 08:42:00,Fiona G,10.48,1.87,Billing,Dropped
389,2025-11-04 09:26:00,Fiona G,6.14,1.71,Support,Resolved
390,2025-11-04 12:34:00,Bob C,8.6,0.37,Sales,Dropped
391,2025-11-04 11:15:00,George H,7.54,5.85,Sales,Dropped
392,2025-11-04 15:37:00,Julia K,5.78,1.73,Support,Resolved
393,2025-11-04 09:30:00,George H,2.96,1.04,Support,Resolved
394,2025-11-04 11:32:00,Fiona G,2.15,0.31,Billing,Escalated
395,2025-11-04 13:39:00,Fiona G,4.16,2.97,Support,Dropped
396,2025-11-04 12:37:00,Ian J,5.44,5.58,Billing,Resolved
397,2025-11-04 11:19:00,Charlie D,2.13,0.8,Sales,Dropped
398,2025-11-04 14:46:00,Eli F,4.39,4.05,Billing,Dropped
399,2025-11-04 15:40:00,Alice B,5.71,0.18,Billing,Dropped
400,2025-11-04 13:33:00,Fiona G,5.58,0.38,Support,Escalated
401,2025-11-04 13:16:00,Fiona G,5.18,1.59,Support,Escalated
402,2025-11-04 15:10:00,Eli F,4.66,1.46,Sales,Resolved
403,2025-11-04 09:38:00,Dana E,5.38,1.9,Support,Dropped
404,2025-11-04 15:37:00,Julia K,7.36,1.7,Billing,Dropped
405,2025-11-04 10:29:00,Hannah I,2.35,0.13,Billing,Escalated
406,2025-11-04 15:48:00,Ian J,7.14,0.86,Sales,Dropped
407,2025-11-04 14:32:00,Dana E,4.94,1.54,Billing,Escalated
408,2025-11-05 09:40:00,Fiona G,4.63,3.02,Billing,Resolved
409,2025-11-05 14:27:00,Bob C,4.54,0.08,Sales,Dropped
410,2025-11-05 13:47:00,Dana E,7.07,3.46,Sales,Resolved
411,2025-11-05 10:24:00,Bob C,4.38,2.12,Sales,Dropped
412,2025-11-05 14:14:00,Ian J,3.27,2.08,Billing,Escalated
413,2025-11-05 10:24:00,Charlie D,8.5,7.0,Billing,Resolved
414,2025-11-05 09:20:00,Hannah I,6.17,0.68,Sales,Resolved
415,2025-11-05 12:51:00,Charlie D,9.12,1.76,Support,Escalated
416,2025-11-05 14:27:00,Fiona G,4.9,0.86,Billing,Escalated
417,2025-11-05 09:50:00,Fiona G,1.0,3.32,Support,Escalated
418,2025-11-05 13:05:00,Eli F,7.25,0.6,Billing,Dropped
419,2025-11-05 11:20:00,Alice B,5.28,1.87,Support,Escalated
420,2025-11-05 12:58:00,Alice B,4.2,1.85,Billing,Escalated
421,2025-11-05 08:43:00,Bob C,3.47,0.89,Sales,Resolved
422,2025-11-05 08:46:00,Ian J,1.0,2.84,Support,Dropped
423,2025-11-05 09:45:00,Alice B,4.84,0.05,Billing,Resolved
424,2025-11-05 09:08:00,George H,4.83,1.9,Sales,Escalated
425,2025-11-05 10:29:00,Eli F,3.07,1.51,Sales,Resolved
426,2025-11-05 11:47:00,Fiona G,8.64,6.46,Support,Dropped
427,2025-11-05 10:01:00,Alice B,2.98,1.65,Sales,Resolved
428,2025-11-05 15:32:00,Dana E,4.94,0.73,Billing,Resolved
429,2025-11-05 11:02:00,Julia K,4.62,0.39,Sales,Dropped
430,2025-11-05 15:15:00,Dana E,4.04,2.52,Billing,Escalated
431,2025-11-05 09:10:00,Alice B,6.86,1.01,Sales,Resolved
432,2025-11-05 12:28:00,Fiona G,1.59,0.06,Sales,Dropped
433,2025-11-05 10:37:00,Alice B,3.21,0.29,Sales,Escalated
434,2025-11-05 14:20:00,Charlie D,3.5,0.31,Support,Resolved
435,2025-11-05 09:15:00,Eli F,5.8,0.23,Billing,Escalated
436,2025-11-05 14:22:00,Hannah I,4.53,2.06,Billing,Dropped
437,2025-11-05 11:06:00,Julia K,3.32,1.41,Billing,Escalated
438,2025-11-05 08:18:00,Bob C,2.95,0.52,Sales,Resolved
439,2025-11-05 12:44:00,George H,4.09,0.12,Billing,Escalated
440,2025-11-05 14:48:00,Fiona G,1.18,1.25,Billing,Dropped
441,2025-11-05 10:08:00,Charlie D,6.58,0.94,Support,Resolved
442,2025-11-05 12:58:00,Julia K,7.97,1.52,Sales,Escalated
443,2025-11-05 14:17:00,George H,1.82,3.84,Billing,Escalated
444,2025-11-05 09:14:00,George H,6.01,0.19,Sales,Escalated
445,2025-11-05 12:39:00,Alice B,2.82,2.83,Billing,Dropped
446,2025-11-05 11:01:00,Bob C,7.54,2.13,Billing,Resolved
447,2025-11-05 14:47:00,Bob C,1.0,1.52,Billing,Dropped
448,2025-11-05 13:00:00,George H,5.63,1.88,Billing,Dropped
449,2025-11-05 14:03:00,Alice B,1.02,0.58,Billing,Resolved
450,2025-11-05 13:03:00,Alice B,8.18,0.72,Sales,Resolved
451,2025-11-05 08:40:00,Ian J,2.36,0.15,Support,Dropped
452,2025-11-05 11:00:00,Ian J,5.93,0.03,Billing,Dropped
453,2025-11-05 14:16:00,Julia K,5.91,1.34,Sales,Dropped
454,2025-11-05 13:49:00,Julia K,4.79,0.71,Sales,Escalated
455,2025-11-05 10:33:00,Alice B,2.74,0.68,Support,Escalated
456,2025-11-05 13:33:00,Fiona G,2.07,1.47,Billing,Resolved
457,2025-11-05 13:38:00,Hannah I,4.49,1.03,Support,Escalated
458,2025-11-05 14:44:00,George H,6.47,2.7,Support,Dropped
459,2025-11-05 10:10:00,George H,2.2,2.51,Sales,Resolved
460,2025-11-05 12:49:00,George H,2.74,0.81,Support,Dropped
461,2025-11-05 11:08:00,Dana E,3.23,0.14,Billing,Escalated
462,2025-11-05 10:53:00,Julia K,1.57,3.92,Billing,Resolved
463,2025-11-05 13:52:00,Hannah I,5.22,0.25,Support,Dropped
464,2025-11-05 15:00:00,George H,3.82,4.3,Sales,Resolved
465,2025-11-05 15:22:00,George H,5.64,7.27,Billing,Dropped
466,2025-11-05 11:56:00,Alice B,10.17,1.43,Sales,Escalated
467,2025-11-05 11:35:00,George H,8.15,1.37,Billing,Escalated
468,2025-11-05 09:30:00,Ian J,3.02,2.43,Support,Resolved
469,2025-11-05 14:59:00,Bob C,6.8,0.07,Support,Dropped
470,2025-11-05 14:01:00,Fiona G,3.91,5.98,Sales,Dropped
471,2025-11-05 15:34:00,Julia K,6.18,9.35,Billing,Resolved
472,2025-11-05 09:36:00,George H,4.68,9.96,Sales,Escalated
473,2025-11-05 15:51:00,Eli F,6.26,0.37,Billing,Escalated
474,2025-11-05 13:45:00,Julia K,6.55,0.87,Sales,Resolved
475,2025-11-05 08:45:00,Dana E,6.4,5.37,Billing,Escalated
476,2025-11-05 13:12:00,Julia K,5.29,0.05,Support,Escalated
477,2025-11-05 10:27:00,Dana E,1.98,0.17,Sales,Resolved
478,2025-11-05 08:59:00,Bob C,5.76,7.26,Billing,Resolved
479,2025-11-05 08:44:00,Eli F,4.9,0.75,Sales,Resolved
480,2025-11-05 08:33:00,Eli F,5.0,3.59,Sales,Resolved
481,2025-11-05 13:25:00,Ian J,3.76,2.42,Billing,Resolved
482,2025-11-05 09:43:00,Hannah I,3.15,6.62,Support,Dropped
483,2025-11-05 09:23:00,Dana E,3.64,0.1,Support,Escalated
484,2025-11-05 08:26:00,Eli F,4.3,7.49,Billing,Escalated
485,2025-11-05 10:49:00,Hannah I,8.12,1.27,Billing,Dropped
486,2025-11-05 15:07:00,Eli F,3.3,1.2,Sales,Dropped
487,2025-11-05 10:22:00,Julia K,3.24,0.22,Support,Resolved
488,2025-11-05 13:32:00,Julia K,2.03,1.17,Billing,Escalated
489,2025-11-05 08:45:00,Alice B,4.62,0.12,Billing,Resolved
490,2025-11-05 08:22:00,Dana E,2.52,3.37,Sales,Resolved
491,2025-11-05 10:30:00,George H,1.0,1.64,Support,Escalated
492,2025-11-05 10:52:00,Eli F,7.48,3.46,Support,Escalated
493,2025-11-05 15:01:00,Bob C,4.95,0.84,Support,Escalated
494,2025-11-05 11:10:00,Dana E,3.71,0.71,Sales,Resolved
495,2025-11-05 08:01:00,Eli F,3.73,2.15,Sales,Resolved
496,2025-11-05 09:29:00,Bob C,3.27,0.91,Support,Dropped
497,2025-11-05 13:50:00,Charlie D,6.92,5.88,Sales,Resolved
498,2025-11-05 13:52:00,Alice B,5.1,0.72,Billing,Dropped
499,2025-11-05 12:44:00,Julia K,2.94,2.25,Support,Resolved
500,2025-11-05 15:39:00,Julia K,5.59,0.26,Support,Dropped
501,2025-11-05 08:15:00,Charlie D,6.83,0.43,Support,Dropped
502,2025-11-05 11:51:00,Charlie D,3.65,1.86,Support,Resolved
503,2025-11-05 15:43:00,George H,4.69,2.95,Support,Resolved
504,2025-11-05 11:58:00,Dana E,2.53,0.05,Sales,Escalated
505,2025-11-05 12:51:00,Fiona G,1.71,0.38,Sales,Dropped
506,2025-11-05 10:46:00,Dana E,7.57,3.64,Billing,Dropped
507,2025-11-05 12:46:00,Julia K,4.36,1.41,Support,Resolved
508,2025-11-05 09:07:00,Fiona G,3.18,7.8,Support,Resolved
509,2025-11-05 08:57:00,George H,7.88,2.72,Sales,Dropped
510,2025-11-05 09:09:00,Alice B,7.37,6.96,Billing,Dropped
511,2025-11-05 12:37:00,Bob C,3.85,0.91,Support,Escalated
512,2025-11-05 12:05:00,Alice B,3.49,1.08,Billing,Resolved
513,2025-11-05 08:13:00,Fiona G,3.6,0.66,Sales,Escalated
514,2025-11-05 09:27:00,Bob C,1.0,3.3,Sales,Escalated
515,2025-11-05 13:13:00,Julia K,2.41,0.85,Billing,Escalated
516,2025-11-05 09:37:00,Ian J,2.25,0.83,Support,Dropped
517,2025-11-05 10:08:00,Fiona G,7.22,2.41,Sales,Resolved
518,2025-11-06 10:32:00,Hannah I,2.94,2.57,Support,Escalated
519,2025-11-06 10:07:00,Julia K,5.82,0.38,Support,Escalated
520,2025-11-06 10:07:00,Alice B,5.55,3.33,Billing,Resolved
521,2025-11-06 09:23:00,Dana E,4.57,2.29,Billing,Escalated
522,2025-11-06 09:06:00,Fiona G,4.35,5.41,Sales,Dropped
523,2025-11-06 13:34:00,Fiona G,2.46,1.03,Billing,Dropped
524,2025-11-06 11:34:00,Ian J,4.67,0.5,Billing,Escalated
525,2025-11-06 13:32:00,George H,5.36,3.4,Sales,Escalated
526,2025-11-06 14:20:00,Charlie D,3.01,5.28,Sales,Dropped
527,2025-11-06 12:30:00,Julia K,9.81,2.48,Billing,Escalated
528,2025-11-06 14:17:00,Bob C,5.01,4.05,Support,Resolved
529,2025-11-06 11:36:00,Dana E,7.67,0.84,Billing,Dropped
530,2025-11-06 08:09:00,Ian J,4.61,4.56,Billing,Dropped
531,2025-11-06 08:21:00,Dana E,5.06,2.34,Sales,Dropped
532,2025-11-06 15:53:00,Alice B,2.5,1.23,Billing,Dropped
533,2025-11-06 13:14:00,Alice B,3.2,3.43,Billing,Dropped
534,2025-11-06 13:13:00,Charlie D,5.21,0.8,Support,Resolved
535,2025-11-06 15:55:00,Ian J,4.75,0.62,Sales,Escalated
536,2025-11-06 15:50:00,Dana E,7.1,1.06,Billing,Dropped
537,2025-11-06 11:22:00,Dana E,2.88,12.15,Billing,Escalated
538,2025-11-06 15:43:00,Ian J,9.07,0.48,Billing,Resolved
539,2025-11-06 13:10:00,Dana E,5.5,0.3,Sales,Dropped
540,2025-11-06 12:04:00,Eli F,4.59,0.62,Billing,Escalated
541,2025-11-06 13:56:00,Dana E,7.5,1.64,Billing,Dropped
542,2025-11-06 11:44:00,Bob C,7.51,3.25,Support,Escalated
543,2025-11-06 11:21:00,Dana E,1.87,1.02,Sales,Escalated
544,2025-11-06 10:54:00,Charlie D,5.97,3.53,Sales,Resolved
545,2025-11-06 11:30:00,Hannah I,5.87,2.38,Billing,Dropped
546,2025-11-06 08:15:00,Ian J,7.43,0.63,Billing,Resolved
547,2025-11-06 11:30:00,Julia K,5.14,1.6,Billing,Resolved
548,2025-11-06 13:30:00,Alice B,5.97,0.36,Sales,Escalated
549,2025-11-06 12:13:00,George H,5.18,3.56,Support,Escalated
550,2025-11-06 09:39:00,Dana E,4.26,0.94,Billing,Dropped
551,2025-11-06 14:54:00,George H,1.0,8.94,Support,Escalated
552,2025-11-06 15:30:00,Hannah I,7.56,1.74,Sales,Dropped
553,2025-11-06 14:57:00,Hannah I,5.57,2.44,Support,Resolved
554,2025-11-06 13:35:00,Fiona G,4.85,2.32,Billing,Escalated
555,2025-11-06 12:03:00,Fiona G,7.76,1.46,Sales,Dropped
556,2025-11-06 15:31:00,Ian J,2.89,1.71,Billing,Resolved
557,2025-11-06 14:13:00,Bob C,4.36,1.84,Billing,Dropped
558,2025-11-06 15:10:00,Fiona G,7.6,1.15,Sales,Escalated
559,2025-11-06 10:00:00,Hannah I,8.59,0.74,Support,Escalated
560,2025-11-06 15:37:00,Fiona G,5.33,3.53,Sales,Escalated
561,2025-11-06 08:55:00,Ian J,6.11,2.02,Support,Escalated
562,2025-11-06 10:45:00,Julia K,5.75,0.97,Billing,Resolved
563,2025-11-06 10:32:00,Eli F,6.98,4.5,Sales,Dropped
564,2025-11-06 12:50:00,Ian J,2.36,0.28,Sales,Resolved
565,2025-11-06 12:06:00,Bob C,5.86,1.81,Support,Resolved
566,2025-11-06 08:13:00,Fiona G,3.86,1.59,Billing,Resolved
567,2025-11-06 14:04:00,Alice B,3.69,2.95,Sales,Resolved
568,2025-11-06 13:40:00,Fiona G,4.63,0.18,Sales,Escalated
569,2025-11-06 13:36:00,Hannah I,7.78,0.3,Sales,Dropped
570,2025-11-06 09:16:00,Eli F,9.02,1.15,Billing,Resolved
571,2025-11-06 15:41:00,Alice B,4.09,1.45,Sales,Resolved
572,2025-11-06 08:27:00,Julia K,1.0,1.1,Sales,Dropped
573,2025-11-06 15:29:00,Bob C,5.08,7.85,Billing,Resolved
574,2025-11-06 12:13:00,Alice B,4.68,0.52,Billing,Resolved
575,2025-11-06 09:23:00,Fiona G,8.14,0.74,Support,Resolved
576,2025-11-06 10:42:00,Dana E,2.81,0.09,Support,Dropped
577,2025-11-06 13:06:00,Eli F,5.21,1.11,Sales,Escalated
578,2025-11-06 13:39:00,Charlie D,5.61,7.63,Sales,Dropped
579,2025-11-06 15:45:00,Hannah I,4.78,0.47,Support,Dropped
580,2025-11-06 10:53:00,Hannah I,5.55,6.38,Support,Escalated
581,2025-11-06 09:58:00,Fiona G,5.37,3.77,Billing,Dropped
582,2025-11-06 15:25:00,Julia K,5.32,1.1,Support,Dropped
583,2025-11-06 09:14:00,George H,6.9,3.33,Sales,Escalated
584,2025-11-06 11:44:00,Fiona G,7.08,0.91,Sales,Escalated
585,2025-11-06 11:24:00,Eli F,3.67,2.88,Sales,Escalated
586,2025-11-06 14:16:00,Dana E,2.86,0.53,Sales,Resolved
587,2025-11-06 09:46:00,Ian J,1.0,1.56,Sales,Escalated
588,2025-11-06 08:00:00,Julia K,8.82,1.41,Support,Escalated
589,2025-11-06 11:03:00,Julia K,5.21,0.54,Sales,Escalated
590,2025-11-06 11:55:00,Eli F,8.66,2.19,Sales,Dropped
591,2025-11-06 12:45:00,Dana E,6.13,0.8,Billing,Escalated
592,2025-11-06 14:41:00,Hannah I,7.74,0.24,Billing,Resolved
593,2025-11-06 09:03:00,Ian J,4.22,0.72,Support,Escalated
594,2025-11-06 11:47:00,Eli F,3.72,2.74,Sales,Dropped
595,2025-11-06 12:13:00,George H,4.05,1.44,Sales,Escalated
596,2025-11-06 13:24:00,Fiona G,6.25,2.88,Support,Dropped
597,2025-11-06 10:39:00,Fiona G,7.75,1.13,Support,Dropped
598,2025-11-06 10:26:00,Ian J,6.1,2.68,Sales,Dropped
599,2025-11-06 09:36:00,Dana E,4.75,3.55,Support,Escalated
600,2025-11-06 09:40:00,Alice B,6.16,2.0,Support,Escalated
601,2025-11-06 08:20:00,George H,3.65,1.4,Billing,Resolved
602,2025-11-06 11:10:00,Bob C,2.2,2.0,Billing,Escalated
603,2025-11-06 11:15:00,George H,5.26,4.79,Sales,Escalated
604,2025-11-06 08:32:00,Dana E,1.88,0.11,Support,Resolved
605,2025-11-06 15:37:00,Bob C,8.23,1.22,Support,Dropped
606,2025-11-06 14:50:00,Eli F,6.55,1.32,Support,Resolved
607,2025-11-06 12:58:00,Eli F,4.7,0.97,Sales,Escalated
608,2025-11-06 09:21:00,Bob C,5.46,0.76,Support,Escalated
609,2025-11-06 14:20:00,Hannah I,1.48,1.2,Sales,Dropped
610,2025-11-06 15:16:00,Alice B,4.89,0.62,Sales,Resolved
611,2025-11-06 14:34:00,Dana E,3.37,5.05,Billing,Escalated
612,2025-11-06 15:28:00,Julia K,6.62,0.01,Support,Escalated
613,2025-11-06 08:08:00,George H,4.04,0.15,Sales,Resolved
614,2025-11-06 12:51:00,Ian J,7.95,2.75,Sales,Escalated
615,2025-11-06 14:59:00,Fiona G,7.45,0.01,Billing,Escalated
616,2025-11-06 15:42:00,Julia K,5.61,0.49,Sales,Resolved
617,2025-11-06 09:06:00,Charlie D,2.07,1.24,Support,Escalated
618,2025-11-06 10:20:00,Alice B,7.37,0.45,Support,Resolved
619,2025-11-07 11:00:00,Charlie D,5.27,1.23,Sales,Resolved
620,2025-11-07 12:28:00,Alice B,3.48,0.17,Support,Resolved
621,2025-11-07 13:58:00,Bob C,7.28,0.05,Support,Dropped
622,2025-11-07 13:30:00,Charlie D,4.82,5.82,Billing,Escalated
623,2025-11-07 14:20:00,Ian J,3.0,3.94,Billing,Escalated
624,2025-11-07 09:31:00,Fiona G,7.38,0.42,Support,Dropped
625,2025-11-07 14:02:00,Fiona G,5.1,0.84,Support,Escalated
626,2025-11-07 15:23:00,Eli F,3.4,1.42,Billing,Resolved
627,2025-11-07 08:41:00,Ian J,1.84,2.6,Support,Resolved
628,2025-11-07 13:08:00,Bob C,4.82,0.78,Billing,Resolved
629,2025-11-07 09:40:00,Julia K,3.42,1.73,Billing,Resolved
630,2025-11-07 09:11:00,Bob C,8.81,4.76,Sales,Escalated
631,2025-11-07 14:14:00,Alice B,5.63,3.74,Support,Resolved
632,2025-11-07 09:48:00,Hannah I,6.7,3.57,Support,Resolved
633,2025-11-07 12:01:00,George H,2.24,3.75,Billing,Resolved
634,2025-11-07 13:48:00,Bob C,7.22,3.66,Support,Resolved
635,2025-11-07 14:34:00,Eli F,7.66,0.48,Sales,Resolved
636,2025-11-07 15:48:00,Julia K,3.82,3.39,Support,Escalated
637,2025-11-07 12:05:00,Charlie D,7.22,0.71,Sales,Resolved
638,2025-11-07 08:09:00,Charlie D,4.09,1.78,Billing,Dropped
639,2025-11-07 10:29:00,Hannah I,1.0,0.97,Support,Dropped
640,2025-11-07 13:06:00,Eli F,4.76,0.12,Billing,Resolved
641,2025-11-07 15:23:00,Hannah I,4.93,0.84,Support,Resolved
642,2025-11-07 11:13:00,Julia K,5.0,1.58,Billing,Escalated
643,2025-11-07 14:49:00,Alice B,6.3,0.64,Billing,Resolved
644,2025-11-07 10:42:00,Julia K,5.22,1.4,Support,Resolved
645,2025-11-07 13:18:00,Alice B,4.39,1.15,Sales,Resolved
646,2025-11-07 11:57:00,Eli F,3.43,11.07,Support,Resolved
647,2025-11-07 11:04:00,Hannah I,3.18,2.07,Billing,Resolved
648,2025-11-07 13:06:00,Alice B,6.09,1.48,Support,Escalated
649,2025-11-07 11:06:00,George H,5.62,0.93,Sales,Dropped
650,2025-11-07 08:54:00,Ian J,3.81,4.48,Support,Resolved
651,2025-11-07 10:09:00,George H,2.35,0.6,Billing,Dropped
652,2025-11-07 08:57:00,Charlie D,5.3,0.03,Support,Escalated
653,2025-11-07 12:55:00,Hannah I,4.16,6.03,Sales,Resolved
654,2025-11-07 14:42:00,Bob C,6.07,7.37,Support,Escalated
655,2025-11-07 11:59:00,George H,6.65,4.27,Support,Resolved
656,2025-11-07 12:50:00,Julia K,1.68,1.98,Support,Dropped
657,2025-11-07 13:00:00,Fiona G,10.5,0.06,Sales,Resolved
658,2025-11-07 10:56:00,Charlie D,6.21,0.69,Billing,Escalated
659,2025-11-07 11:41:00,Bob C,7.37,4.46,Billing,Dropped
660,2025-11-07 14:46:00,Charlie D,5.69,0.51,Sales,Dropped
661,2025-11-07 12:14:00,Ian J,4.94,6.15,Support,Dropped
662,2025-11-07 14:30:00,Eli F,2.33,1.55,Billing,Escalated
663,2025-11-07 10:04:00,Fiona G,6.33,2.44,Support,Resolved
664,2025-11-07 14:32:00,Alice B,5.25,1.05,Sales,Escalated
665,2025-11-07 11:04:00,Eli F,4.39,1.13,Billing,Resolved
666,2025-11-07 10:10:00,Fiona G,4.97,0.15,Sales,Dropped
667,2025-11-07 12:13:00,Eli F,4.79,2.58,Support,Resolved
668,2025-11-07 12:13:00,Hannah I,6.91,3.53,Sales,Dropped
669,2025-11-07 14:11:00,Eli F,6.76,2.54,Billing,Dropped
670,2025-11-07 12:21:00,Ian J,1.0,0.28,Support,Resolved
671,2025-11-07 15:05:00,Dana E,5.51,4.18,Support,Dropped
672,2025-11-07 09:11:00,Dana E,4.02,4.45,Support,Resolved
673,2025-11-07 09:26:00,Fiona G,7.48,0.05,Billing,Resolved
674,2025-11-07 13:01:00,Julia K,3.91,0.58,Billing,Escalated
675,2025-11-07 08:57:00,Fiona G,2.9,0.7,Support,Dropped
676,2025-11-07 11:27:00,Ian J,1.0,0.47,Sales,Escalated
677,2025-11-07 15:44:00,Alice B,3.7,0.49,Support,Escalated
678,2025-11-07 11:55:00,Eli F,1.19,0.98,Sales,Resolved
679,2025-11-07 12:26:00,Bob C,6.42,0.32,Support,Escalated
680,2025-11-07 09:57:00,George H,6.46,0.52,Billing,Escalated
681,2025-11-07 13:10:00,Julia K,4.42,1.96,Support,Escalated
682,2025-11-07 09:40:00,Hannah I,5.67,3.31,Billing,Resolved
683,2025-11-07 10:31:00,George H,9.2,0.16,Support,Escalated
684,2025-11-07 10:28:00,Ian J,4.74,4.62,Support,Escalated
685,2025-11-07 08:55:00,Ian J,7.57,2.74,Billing,Dropped
686,2025-11-07 08:54:00,George H,5.38,3.59,Sales,Resolved
687,2025-11-07 12:55:00,Julia K,3.99,1.31,Sales,Dropped
688,2025-11-07 09:51:00,Hannah I,5.8,0.33,Sales,Dropped
689,2025-11-07 08:23:00,Bob C,5.22,1.0,Support,Escalated
690,2025-11-07 09:42:00,Fiona G,7.85,0.19,Sales,Resolved
691,2025-11-07 15:22:00,Alice B,4.77,0.12,Support,Resolved
692,2025-11-07 14:12:00,Eli F,4.18,0.32,Billing,Escalated
693,2025-11-07 15:44:00,Ian J,8.12,4.8,Sales,Resolved
694,2025-11-07 14:21:00,Charlie D,5.92,1.13,Support,Escalated
695,2025-11-07 10:42:00,Charlie D,3.69,0.16,Support,Dropped
696,2025-11-07 12:14:00,George H,5.94,1.81,Billing,Escalated
697,2025-11-07 15:14:00,Charlie D,3.88,2.89,Sales,Resolved
698,2025-11-07 13:01:00,Hannah I,5.22,0.15,Billing,Resolved
699,2025-11-07 13:09:00,Ian J,4.59,0.99,Billing,Escalated
700,2025-11-07 13:04:00,Hannah I,4.81,1.54,Billing,Resolved
701,2025-11-07 09:14:00,Dana E,6.82,2.09,Sales,Escalated
702,2025-11-07 09:57:00,Bob C,5.53,3.24,Billing,Escalated
703,2025-11-07 14:19:00,Ian J,4.66,1.94,Support,Resolved
704,2025-11-07 12:48:00,Charlie D,9.13,1.25,Support,Escalated
705,2025-11-07 09:48:00,Alice B,6.61,2.67,Sales,Resolved
706,2025-11-07 12:20:00,George H,2.6,2.27,Billing,Escalated
707,2025-11-07 14:51:00,Hannah I,1.0,2.02,Support,Dropped
708,2025-11-07 15:54:00,Ian J,6.87,0.15,Billing,Escalated
709,2025-11-07 15:11:00,Julia K,7.14,0.16,Support,Resolved
710,2025-11-07 15:09:00,Charlie D,2.69,1.62,Billing,Resolved
711,2025-11-07 08:03:00,Julia K,6.58,3.15,Support,Escalated
712,2025-11-07 09:28:00,George H,6.75,0.43,Billing,Escalated
713,2025-11-07 12:32:00,Alice B,3.58,0.17,Billing,Escalated
714,2025-11-07 14:55:00,Alice B,6.67,4.75,Billing,Resolved
715,2025-11-07 09:26:00,Bob C,1.61,0.78,Billing,Escalated
716,2025-11-07 15:59:00,Eli F,7.24,0.95,Support,Dropped
717,2025-11-07 09:06:00,Fiona G,4.63,0.88,Sales,Dropped
718,2025-11-07 14:52:00,Hannah I,9.69,6.59,Billing,Dropped
719,2025-11-07 15:00:00,Ian J,6.89,2.21,Support,Escalated
720,2025-11-07 11:19:00,Fiona G,5.03,1.17,Support,Resolved
721,2025-11-07 12:16:00,Julia K,4.38,3.74,Billing,Escalated
722,2025-11-07 09:24:00,Alice B,4.54,2.78,Support,Resolved
